canonical_professor,reviews,mean_quality,mean_difficulty,quality_sd,department,cluster,bayesian_quality,bayesian_difficulty,alpha_raw,alpha_shrunk
Paula Lessem,32,3.6875,3.1875,1.4905617040392485,Biology,Gottwald Sciences,3.7341254627389118,3.1852746893599906,0.23378029766406583,0.14386479856250206
Peter Kaufman,45,4.2444444444444445,3.3777777777777778,0.9806202943118002,Leadership,Jepson,4.110377293268052,3.317450520718762,0.33997241775516585,0.23536551998434557
Peter Lurie,54,2.388888888888889,4.092592592592593,1.446096458938151,English,A&S Humanities / Social Sciences / Arts,2.7726287035462622,3.846409241171885,-0.869846754827578,-0.6347530373066109
Peter Smallwood,34,2.3529411764705883,3.8823529411764706,1.4539883068425747,Biology,Gottwald Sciences,2.892120815970804,3.6228571082725836,-1.0368576692166878,-0.6528363102475442
Philip Rohrbach,42,3.9761904761904763,3.5238095238095237,1.489607825915612,Accounting,Robins Business,3.922169742942313,3.4134561910761203,0.1702922111417468,0.11535923980569944
Philippa Holloway,20,4.85,2.35,0.36634754853252327,History,A&S Humanities / Social Sciences / Arts,4.329363101560585,2.765857096167988,0.3395708806359939,0.16978544031799694
Porcher Taylor,22,4.5,2.4545454545454546,1.0118347314702751,Business,Robins Business,4.170822001486272,2.80081628206475,0.5608089451933784,0.2937570665298649
Racheal Cooper,44,3.1363636363636362,3.3863636363636362,1.7730660488348013,Mathematics,Math & CS,3.346476938475366,3.322410685104992,-0.26657066669665885,-0.18326733335395295
Ray Hilliard,30,3.7666666666666666,3.8666666666666667,1.19433528860584,English,A&S Humanities / Social Sciences / Arts,3.783490481248468,3.59268567693439,0.5830146275788622,0.34980877654731735
Raymond Dominey,32,2.46875,3.71875,1.3908543440819436,Chemistry,Gottwald Sciences,2.9841254627389118,3.5121977662830677,-1.2555320325467623,-0.7726350969518537
Reingard Nethersole,20,2.75,2.5,1.1641577031891928,English,A&S Humanities / Social Sciences / Arts,3.279363101560585,2.8408570961679875,-1.0258402658343848,-0.5129201329171924
Ricardo Ramos-Tremolada,26,3.269230769230769,3.6538461538461537,1.5114944209673369,Languages,A&S Humanities / Social Sciences / Arts,3.50379400135703,3.448571387972163,-0.3409868808100362,-0.19273171524045524
Rick Mayes,80,4.65,3.225,0.8282970176012276,Political Science,A&S Humanities / Social Sciences / Arts,4.481745240624234,3.2163428384671953,0.543253192820027,0.4346025542560217
Robert Dolan,49,4.244897959183674,4.326530612244898,1.1278780268882869,Economics,Economics,4.118471363223528,3.994699765894486,1.1850873005735334,0.8415837351899006
Robert Galgano,38,4.526315789473684,3.289473684210526,0.9791568934068311,History,A&S Humanities / Social Sciences / Arts,4.278871104524542,3.252315238736543,0.5897088986388777,0.386361002556506
Robert Kenzer,33,3.4545454545454546,3.393939393939394,1.5018927452324347,History,A&S Humanities / Social Sciences / Arts,3.588198567215536,3.3138544122022546,-0.4358526052029036,-0.2713799239942607
Robert Nicholson,20,4.25,1.85,1.019545822516343,Economics,Economics,4.029363101560585,2.515857096167988,0.10096742811338719,0.05048371405669359
Ryan Coppage,30,4.533333333333333,2.9,0.6814453874610598,Chemistry,Gottwald Sciences,4.243490481248468,3.01268567693439,0.23215671065044532,0.1392940263902672
Saif Mehkari,58,4.896551724137931,3.0344827586206895,0.4468075912442249,Economics,Economics,4.617622103364402,3.0722344082912754,1.0703279911539387,0.7958849164990827
Sam Abrash,22,4.454545454545454,3.0,0.8578640544577771,Chemistry,Gottwald Sciences,4.147012477676747,3.086530567779036,0.24289394496645508,0.12723016164909554
Sara Meyerdierks Hillgrove,25,2.96,3.04,1.098483803552272,English,A&S Humanities / Social Sciences / Arts,3.337211645831631,3.102984085482656,-0.7103120910878731,-0.3946178283821517
Sara Pappas,44,3.6818181818181817,3.3863636363636362,1.196365178610597,Languages,A&S Humanities / Social Sciences / Arts,3.721476938475366,3.322410685104992,-0.12325696481332395,-0.08473916330916022
Scott Allison,27,4.185185185185185,2.5555555555555554,1.1779067821624882,Psychology,A&S Humanities / Social Sciences / Arts,4.024989873668583,2.8220060392919044,-0.1015373506553245,-0.058329967397739615
Scott Johnson,25,4.8,2.96,0.5,Communication,A&S Humanities / Social Sciences / Arts,4.359433868053853,3.0585396410382115,0.8480633199359489,0.47114628885330495
Shakun Mago,43,4.069767441860465,3.0697674418604652,1.3164770599562,Economics,Economics,3.9868972073400544,3.1053060928050717,0.2336871998390897,0.15950078719175964
Shannon Jones,25,5.0,3.08,0.0,Biology,Gottwald Sciences,4.4705449791649645,3.125206307704878,1.1610320265422884,0.6450177925234936
Sharon Feldman,35,3.914285714285714,3.1142857142857143,1.3144318515757958,Languages,A&S Humanities / Social Sciences / Arts,3.8759004374986072,3.1388051608494454,-0.0629414981957234,-0.040053680670005795
Sheila Carapico,32,3.125,3.71875,1.4535828926505883,Political Science,A&S Humanities / Social Sciences / Arts,3.3879716165850655,3.5121977662830677,-0.5956135735496348,-0.3665314298766984
Shital Thekdi,20,4.2,2.95,1.1516578439248717,Business,Robins Business,4.004363101560585,3.0658570961679876,0.29392126734904445,0.14696063367452222
Stephanie Cobb,27,3.814814814814815,3.4444444444444446,1.3019818336507982,Religion,A&S Humanities / Social Sciences / Arts,3.8122239162217753,3.332644337164245,0.20069417995946012,0.11529240125330689
Stephen Long,120,4.658333333333333,3.091666666666667,0.7275587513697278,Political Science,A&S Humanities / Social Sciences / Arts,4.536960886160166,3.1045305989051393,0.43535292365795364,0.3731596488496745
Stephen Simon,32,4.4375,3.40625,0.7156093726283551,Political Science,A&S Humanities / Social Sciences / Arts,4.1956639242773734,3.319890073975375,0.28185059125905526,0.17344651769788016
Sydney Watts,51,3.235294117647059,3.9607843137254903,1.2741779356764522,History,A&S Humanities / Social Sciences / Arts,3.3968242825693435,3.7413279415030916,-0.46891470417097986,-0.33682605510873204
Ted Bunn,25,3.68,3.32,1.3759844960366863,Physics,Gottwald Sciences,3.737211645831631,3.258539641038211,0.08576993136201101,0.0476499618677839
Ted Peebles,38,4.157894736842105,2.473684210526316,0.8861186483143605,Languages,A&S Humanities / Social Sciences / Arts,4.037491794179714,2.7178324801158538,-0.012681709275947764,-0.008308706077345086
Tenace Setor,46,4.478260869565218,3.4565217391304346,1.0901402648748693,Business,Robins Business,4.275371576703385,3.3732467249502953,0.6396245875054002,0.4457989549280062
Terri Halperin,20,3.1,3.3,0.9119095061289915,History,A&S Humanities / Social Sciences / Arts,3.454363101560585,3.2408570961679875,-0.7348676725112988,-0.3674338362556494
Terryl Givens,36,3.5833333333333335,4.444444444444445,1.4217695212053785,English,A&S Humanities / Social Sciences / Arts,3.6638307868289894,3.993469354405706,0.6170042179363724,0.3966455686733823
Thad Williamson,32,3.9375,3.25,1.3182955760399302,Leadership,Jepson,3.887971616585066,3.223736227821529,0.03523693985397844,0.02168427067937135
Thomas Arnold,29,3.8275862068965516,2.8275862068965516,1.6051027007026548,Finance,Robins Business,3.8198882461719066,2.9721282417697856,0.02626475592987079,0.015544447387066385
Thomas Bonfiglio,60,4.216666666666667,2.95,1.121313797635774,Languages,A&S Humanities / Social Sciences / Arts,4.1146815507802925,3.007928548083994,0.19456365116945495,0.14592273837709122
Thomas Shields,33,4.333333333333333,2.727272727272727,0.9895285072531602,Leadership,Jepson,4.13536837853629,2.898760072579613,0.2332037097101973,0.1452023098195568
Timothy Barney,26,4.884615384615385,2.6153846153846154,0.3258125936084212,Communication,A&S Humanities / Social Sciences / Arts,4.4168374796179,2.8616148662330323,0.5910176902699766,0.3340534771091172
Timothy Hamilton,26,3.8846153846153846,3.0,1.1428708790383304,Business,Robins Business,3.851620088313552,3.0790061705808585,-0.0548577494403973,-0.031006554031528907
Timothy Hayes,43,3.4186046511627906,3.2325581395348837,1.4348147074586866,Economics,Economics,3.5424527628956097,3.2164172039161825,-0.42174231084611485,-0.28785586295845933
Tom Mullen,56,4.107142857142857,2.7857142857142856,1.2011898862615946,Journalism,A&S Humanities / Social Sciences / Arts,4.028612158716097,2.8899247874568355,-0.24396634819299054,-0.17976467761588777
Tom Zylkin,31,4.193548387096774,3.225806451612903,0.9458454714772272,Economics,Economics,4.042637726714184,3.2085153695435196,0.3516707745561434,0.21376066688706752
Tracy Roof,40,3.925,3.75,1.0951524890895215,Political Science,A&S Humanities / Social Sciences / Arts,3.886242067707056,3.560571397445325,0.07036163762958218,0.04690775841972145
Tze Loo,25,4.72,4.36,0.6137317546507324,History,A&S Humanities / Social Sciences / Arts,4.314989423609409,3.836317418815989,1.0915877151026492,0.6064376195014718
Valaria Vendrzyk,25,3.6,2.48,1.5545631755148024,Accounting,Robins Business,3.692767201387187,2.7918729743715445,-0.6478304794366518,-0.359905821909251
Van Nall,48,2.6041666666666665,3.2291666666666665,1.3327237081516572,Mathematics,Math & CS,2.9584488832709326,3.215210056569404,-0.5724134745575334,-0.40405657027590597
Wade Berryhill,40,2.875,4.225,1.4355826120072073,Law,Other / Excluded,3.1862420677070564,3.8772380641119915,-0.21074299895411636,-0.14049533263607755
Wade Downey,56,4.678571428571429,3.875,0.6903791542503126,Chemistry,Gottwald Sciences,4.449664790295045,3.6925563664042036,0.8689698492002684,0.6402935730949346
Walt Stevenson,27,4.407407407407407,2.740740740740741,0.693888666488711,Classics,A&S Humanities / Social Sciences / Arts,4.1526494481366685,2.928389018015309,0.4311379608618323,0.24767499879296753
Walter Schoen,23,3.347826086956522,3.0434782608695654,1.4650068461575656,Theater,A&S Humanities / Social Sciences / Arts,3.5621982340098466,3.107774042946965,-0.12273863336682185,-0.06565089691713727
William (Bill) Bergman,25,4.32,2.28,1.0692676621563624,Marketing,Robins Business,4.092767201387187,2.6807618632604333,0.21526535888512421,0.11959186604729123
William Case,23,4.913043478260869,2.8260869565217392,0.28810406552003043,Chemistry,Gottwald Sciences,4.399407536335428,2.991494973179523,0.746014853024127,0.39903120045476553
William Myers,46,3.5869565217391304,4.021739130434782,1.3429004588993472,Chemistry,Gottwald Sciences,3.6541594554912638,3.767186118889689,0.029079684535791434,0.02026765891888494
William Ross,39,3.8461538461538463,3.58974358974359,1.3286015904833237,Mathematics,Math & CS,3.8334665095326006,3.4514285397749074,0.7356581289122469,0.4862824919928412
Yucel Yanikdag,31,3.129032258064516,3.7096774193548385,1.2843139669066117,History,A&S Humanities / Social Sciences / Arts,3.3955789031847723,3.502633016602343,-0.7673192893871541,-0.4664097641372897
Yvonne Howell,32,4.5,2.53125,0.915810939779251,Languages,A&S Humanities / Social Sciences / Arts,4.234125462738912,2.781428535513837,0.3520900236761243,0.21667078380069188
